,site_name,date,unclean_age,standard_deviation,f_p1,age,data_flag,age_type,database,alt_name,site_details,site_id,f_p2,frac_1,mrt1
60,362521,,26.0,,0.8695652173913044,26.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,26.0
61,Ahipara ,,22.5,,0.3333333333333333,22.5,single_value,mrt,ngmp,nan,nan,nan,0.6666666666666666,0.7,30.0
62,Ahipara 2,,180.0,,0.6993006993006994,180.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,180.0
63,COLVILLE,,72.0,,0.5376344086021506,72.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,72.0
64,Colville 2,,180.0,,0.6993006993006994,180.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,180.0
65,Far North Farms,,180.0,,0.6993006993006994,180.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,180.0
66,Green,,102.0,,0.6756756756756757,102.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,102.0
67,NRC-JOHNSON (old),,48.0,,0.6993006993006994,48.0,single_value,mrt,ngmp,nan,nan,511,1.0,1.0,48.0
68,Johnson 2,,55.0,,0.7692307692307692,55.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,55.0
69,Tara Mangawhai (old),,7.0,,0.6993006993006994,7.0,single_value,mrt,ngmp,nan,nan,140,1.0,1.0,7.0
70,Tara Mangawhai 2,,31.1,,0.3333333333333333,31.1,single_value,mrt,ngmp,nan,nan,nan,0.4,0.3,85.0
71,Tutukaka Hotel,,13.0,,0.2777777777777778,13.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,13.0
72,BAYLY,,170.0,,0.6993006993006994,170.0,single_value,mrt,ngmp,nan,nan,34,1.0,1.0,170.0
73,CARRINGTONRD,,3.5,,0.3333333333333333,3.5,single_value,mrt,ngmp,nan,nan,33,1.0,1.0,3.5
74,CORRIGAN,,400.0,,0.9090909090909091,400.0,single_value,mrt,ngmp,nan,nan,30,1.0,1.0,400.0
75,MCCALLUM-2,,120.0,,0.6666666666666666,120.0,single_value,mrt,ngmp,nan,nan,31,1.0,1.0,120.0
76,MCCALLUM-WELL,,10.5,,0.5,10.5,single_value,mrt,ngmp,nan,nan,32,0.5,0.5,20.0
77,J39/0109,,20.0,,0.6993006993006994,20.0,single_value,mrt,ngmp,nan,nan,41,1.0,1.0,20.0
78,L36/0871,,3.0,,0.5,3.0,single_value,mrt,ngmp,nan,nan,36,1.0,1.0,3.0
79,M35/1382,,1.5,,0.5,1.5,single_value,mrt,ngmp,nan,nan,40,1.0,1.0,1.5
80,M35/6791,,150.0,,0.6993006993006994,150.0,single_value,mrt,ngmp,nan,nan,39,1.0,1.0,150.0
81,N33/0205,,11.0,,0.9523809523809523,11.0,single_value,mrt,ngmp,nan,nan,37,1.0,1.0,11.0
82,O31/0156,,450.0,,0.9090909090909091,450.0,single_value,mrt,ngmp,nan,nan,35,1.0,1.0,450.0
83,Hilda Rd (F46/0195),,97.5,,0.5,97.5,single_value,mrt,ngmp,nan,nan,nan,0.6666666666666666,0.5,180.0
84,SRC-CLARKE,,117.0,,0.6993006993006994,117.0,single_value,mrt,ngmp,nan,nan,387,1.0,1.0,117.0
85,SRC-CLARKE,,138.0,,0.6993006993006994,138.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,138.0
86,Moore (E46/0954),,180.0,,0.6993006993006994,180.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,180.0
87,Ferguson (F46/0194),,4.5,,0.5,4.5,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,4.5
88,Hargest (F45/0170),,1.5,,0.6993006993006994,1.5,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,1.5
89,Ryan (D45/0006),,4.5,,0.6993006993006994,4.5,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,4.5
90,Miller (F45/0350),,10.0,,0.5263157894736842,10.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,10.0
91,SRC-THOMPSON,,6.5,,0.6993006993006994,6.5,single_value,mrt,ngmp,nan,nan,390,1.0,1.0,6.5
92,Thompson (E46/1304),,1.5,,0.6993006993006994,1.5,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,1.5
93,P28W/0398,,0.03,,0.6993006993006994,0.03,single_value,mrt,ngmp,nan,nan,553,1.0,1.0,0.03
94,P28W/1634,,2.0,,0.6993006993006994,2.0,single_value,mrt,ngmp,nan,nan,351,1.0,1.0,2.0
95,P28W/1634,,13.0,,0.6993006993006994,13.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,13.0
96,P28W/1733,,11.0,,0.5,11.0,single_value,mrt,ngmp,nan,nan,456,1.0,1.0,11.0
97,P28W/1945,,210.0,,0.6993006993006994,210.0,single_value,mrt,ngmp,nan,nan,437,1.0,1.0,210.0
98,P28W/3009,,0.33,,0.6993006993006994,0.33,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,0.33
99,P28W/3120,,1.5,,0.6993006993006994,1.5,single_value,mrt,ngmp,nan,nan,552,1.0,1.0,1.5
100,P28W/3217,,250.0,,0.6993006993006994,250.0,single_value,mrt,ngmp,nan,nan,512,1.0,1.0,250.0
101,P28W/4402,,10.0,,0.9009009009009008,10.0,single_value,mrt,ngmp,nan,nan,2015,1.0,1.0,10.0
102,G40/0120,,17.0,,0.7692307692307692,17.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,17.0
103,G40/0129,,15.0,,0.7692307692307692,15.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,15.0
104,G41/0103,,16.0,,0.390625,16.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,16.0
105,G42/0119,,4.0,,0.390625,4.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,4.0
106,G42/0150,,9.0,,0.9433962264150942,9.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,9.0
107,G42/0160,,3.5,,0.6993006993006994,3.5,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,3.5
108,G42/0190,,5.5,,0.6993006993006994,5.5,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,5.5
109,PUPU,,10.15,,0.8333333333333334,10.15,single_value,mrt,ngmp,nan,nan,7,0.5882352941176471,0.55,16.0
110,WWD3115,,9.7,,0.9900990099009901,9.7,single_value,mrt,ngmp,nan,nan,11,0.6666666666666666,0.7,13.0
111,WWD32,,35.0,,0.9900990099009901,35.0,single_value,mrt,ngmp,nan,nan,10,1.0,1.0,35.0
112,WWD3216,,1.5,,0.9900990099009901,1.5,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,1.5
113,WWD3314,,15.4,,0.5,15.4,single_value,mrt,ngmp,nan,nan,4,0.6666666666666666,0.6,25.0
114,WWD23604,,4.5,,0.9090909090909091,4.5,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,4.5
115,WWD37,,16.0,,0.9900990099009901,16.0,single_value,mrt,ngmp,nan,nan,9,1.0,1.0,16.0
116,WWD6601,,7.0,,0.6666666666666666,7.0,single_value,mrt,ngmp,nan,nan,5,1.0,1.0,7.0
117,WWD802,,3.0,,0.3333333333333333,3.0,single_value,mrt,ngmp,nan,nan,73,1.0,1.0,3.0
118,GW8404,,140.0,,0.5882352941176471,140.0,single_value,mrt,ngmp,nan,nan,8,1.0,1.0,140.0
119,WWD8407,,140.0,,0.5882352941176471,140.0,single_value,mrt,ngmp,nan,nan,6,1.0,1.0,140.0
120,290 agnev,,2.5,,0.6993006993006994,2.5,single_value,mrt,ngmp,nan,nan,380,1.0,1.0,2.5
121,288 bertacco,,4.0,,0.6993006993006994,4.0,single_value,mrt,ngmp,nan,nan,382,1.0,1.0,4.0
122,WCRC-HUNTER,,4.0,,0.6993006993006994,4.0,single_value,mrt,ngmp,nan,nan,381,1.0,1.0,4.0
123,487 hunter2,,2.0,,0.6993006993006994,2.0,single_value,mrt,ngmp,nan,nan,381,1.0,1.0,2.0
124,WCRC-LYNDALE,,3.5,,0.6993006993006994,3.5,single_value,mrt,ngmp,nan,nan,379,1.0,1.0,3.5
125,291A colemans,,3.5,,0.6993006993006994,3.5,single_value,mrt,ngmp,nan,nan,379,1.0,1.0,3.5
126,134 milne,,4.0,,0.6993006993006994,4.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,4.0
127,203 vandergeest,,1.0,,0.6993006993006994,1.0,single_value,mrt,ngmp,nan,nan,1994,1.0,1.0,1.0
128,289 waterworld,,4.0,,0.6993006993006994,4.0,single_value,mrt,ngmp,nan,nan,385,1.0,1.0,4.0
129,292 anderson,,3.0,,0.6993006993006994,3.0,single_value,mrt,ngmp,nan,nan,nan,1.0,1.0,3.0
0,209005,,82,,,82.0,single_value,mrt,gns,nan,nan,nan,,,
1,301001,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
2,301011,,168,,,168.0,single_value,mrt,gns,nan,nan,nan,,,
3,302039,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
4,302035,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
5,302037,,>180,,,180.0,>,mrt,gns,nan,nan,nan,,,
6,302038,,>163,,,163.0,>,mrt,gns,nan,nan,nan,,,
7,303013,,>160,,,160.0,>,mrt,gns,nan,nan,nan,,,
8,306005,,>170,,,170.0,>,mrt,gns,nan,nan,nan,,,
9,306005,,>265,,,265.0,>,mrt,gns,nan,nan,nan,,,
10,312001,,159,,,159.0,single_value,mrt,gns,nan,nan,nan,,,
11,312001,,159,,,159.0,single_value,mrt,gns,nan,nan,nan,,,
12,312004,,>160,,,160.0,>,mrt,gns,nan,nan,nan,,,
13,312007,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
14,312020,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
15,312020,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
16,316037,,45,,,45.0,single_value,mrt,gns,nan,nan,nan,,,
17,316037,,52,,,52.0,single_value,mrt,gns,nan,nan,nan,,,
18,319004,,<0.5,0.125,,0.25,<,mrt,gns,nan,nan,nan,,,
19,324041,,>210,,,210.0,>,mrt,gns,nan,nan,nan,,,
20,324067,,>125,,,125.0,>,mrt,gns,nan,nan,nan,,,
21,324067,,>125,,,125.0,>,mrt,gns,nan,nan,nan,,,
22,325019,,>150,,,150.0,>,mrt,gns,nan,nan,nan,,,
23,325361,,>170,,,170.0,>,mrt,gns,nan,nan,nan,,,
24,326021,,>200,,,200.0,>,mrt,gns,nan,nan,nan,,,
25,326103,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
26,326103,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
27,326113,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
28,326113,,>265,,,265.0,>,mrt,gns,nan,nan,nan,,,
29,326117,,>120,,,120.0,>,mrt,gns,nan,nan,nan,,,
30,326117,,>265,,,265.0,>,mrt,gns,nan,nan,nan,,,
31,326131,,>250,,,250.0,>,mrt,gns,nan,nan,nan,,,
32,326191,,>110,,,110.0,>,mrt,gns,nan,nan,nan,,,
33,326211,,>200,,,200.0,>,mrt,gns,nan,nan,nan,,,
34,327005,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
35,327111,,>110,,,110.0,>,mrt,gns,nan,nan,nan,,,
36,327121,,55,,,55.0,single_value,mrt,gns,nan,nan,nan,,,
38,329032,,>200,,,200.0,>,mrt,gns,nan,nan,nan,,,
39,332009,,>190,,,190.0,>,mrt,gns,nan,nan,nan,,,
40,332018,,>170,,,170.0,>,mrt,gns,nan,nan,nan,,,
41,332018,,>250,,,250.0,>,mrt,gns,nan,nan,nan,,,
42,332025,,9,,,9.0,single_value,mrt,gns,nan,nan,nan,,,
43,334001,,106,,,106.0,single_value,mrt,gns,nan,nan,nan,,,
44,334021,,>95,,,95.0,>,mrt,gns,nan,nan,nan,,,
45,334091,,>120,,,120.0,>,mrt,gns,nan,nan,nan,,,
46,334091,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
47,334141,,>190,,,190.0,>,mrt,gns,nan,nan,nan,,,
48,334161,,>150,,,150.0,>,mrt,gns,nan,nan,nan,,,
49,335002,,>110,,,110.0,>,mrt,gns,nan,nan,nan,,,
50,335131,,>125,,,125.0,>,mrt,gns,nan,nan,nan,,,
51,335171,,>185,,,185.0,>,mrt,gns,nan,nan,nan,,,
52,335351,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
53,335351,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
54,335361,,>150,,,150.0,>,mrt,gns,nan,nan,nan,,,
55,335371,,>200,,,200.0,>,mrt,gns,nan,nan,nan,,,
56,335391,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
57,335467,,>300,,,300.0,>,mrt,gns,nan,nan,nan,,,
58,335475,,>150,,,150.0,>,mrt,gns,nan,nan,nan,,,
59,336041,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
60,336097,,>190,,,190.0,>,mrt,gns,nan,nan,nan,,,
61,336101,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
62,336113,,>150,,,150.0,>,mrt,gns,nan,nan,nan,,,
63,336114,,95,,,95.0,single_value,mrt,gns,nan,nan,nan,,,
64,336114,,76,,,76.0,single_value,mrt,gns,nan,nan,nan,,,
65,336121,,>160,,,160.0,>,mrt,gns,nan,nan,nan,,,
66,336121,,>260,,,260.0,>,mrt,gns,nan,nan,nan,,,
67,336143,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
68,336151,,>110,,,110.0,>,mrt,gns,nan,nan,nan,,,
69,336151,,>245,,,245.0,>,mrt,gns,nan,nan,nan,,,
70,336201,,47,,,47.0,single_value,mrt,gns,nan,nan,nan,,,
71,336213,,>105,,,105.0,>,mrt,gns,nan,nan,nan,,,
72,336213,,>260,,,260.0,>,mrt,gns,nan,nan,nan,,,
73,336221,,>170,,,170.0,>,mrt,gns,nan,nan,nan,,,
74,336223,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
75,336233,,>105,,,105.0,>,mrt,gns,nan,nan,nan,,,
76,336233,,>260,,,260.0,>,mrt,gns,nan,nan,nan,,,
77,336245,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
78,336253,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
79,336257,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
80,336283,,7,,,7.0,single_value,mrt,gns,nan,nan,nan,,,
81,336442,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
82,336541,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
83,336571,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
84,337001,,>200,,,200.0,>,mrt,gns,nan,nan,nan,,,
85,337005,,>110,,,110.0,>,mrt,gns,nan,nan,nan,,,
86,337013,,163,,,163.0,single_value,mrt,gns,nan,nan,nan,,,
87,337015,,>120,,,120.0,>,mrt,gns,nan,nan,nan,,,
88,337025,,>200,,,200.0,>,mrt,gns,nan,nan,nan,,,
89,337031,,>150,,,150.0,>,mrt,gns,nan,nan,nan,,,
92,339001,,1,,,1.0,single_value,mrt,gns,nan,nan,nan,,,
93,339058,,20,,,20.0,single_value,mrt,gns,nan,nan,nan,,,
94,342027,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
95,342051,,>190,,,190.0,>,mrt,gns,nan,nan,nan,,,
96,342077,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
97,342083,,>145,,,145.0,>,mrt,gns,nan,nan,nan,,,
98,342089,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
99,342105,,>130,,,130.0,>,mrt,gns,nan,nan,nan,,,
100,343125,,20-25,11.25,,22.5,range,mrt,gns,nan,nan,nan,,,
101,343171,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
102,344007,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
103,345001,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
104,345001,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
105,345011,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
106,345041,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
107,345053,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
108,345077,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
109,345181,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
110,345191,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
111,345210,,>120,,,120.0,>,mrt,gns,nan,nan,nan,,,
112,346031,,>260,,,260.0,>,mrt,gns,nan,nan,nan,,,
113,347031,,17,,,17.0,single_value,mrt,gns,nan,nan,nan,,,
114,348104,,69,,,69.0,single_value,mrt,gns,nan,nan,nan,,,
115,348134,,10,,,10.0,single_value,mrt,gns,nan,nan,nan,,,
116,348134,,7,,,7.0,single_value,mrt,gns,nan,nan,nan,,,
117,352312,,>250,,,250.0,>,mrt,gns,nan,nan,nan,,,
118,354005,,>140,,,140.0,>,mrt,gns,nan,nan,nan,,,
119,354011,,136,,,136.0,single_value,mrt,gns,nan,nan,nan,,,
120,354011,,136,,,136.0,single_value,mrt,gns,nan,nan,nan,,,
121,354057,,>120,,,120.0,>,mrt,gns,nan,nan,nan,,,
122,354101,,127,,,127.0,single_value,mrt,gns,nan,nan,nan,,,
124,357103,,1,,,1.0,single_value,mrt,gns,nan,nan,nan,,,
125,357109,,0.2,,,0.2,single_value,mrt,gns,nan,nan,nan,,,
126,357121,,0.2,,,0.2,single_value,mrt,gns,nan,nan,nan,,,
127,366076,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
128,367017,,30,,,30.0,single_value,mrt,gns,nan,nan,nan,,,
130,420075,,23,,,23.0,single_value,mrt,gns,nan,nan,nan,,,
131,430019,,0.2,,,0.2,single_value,mrt,gns,nan,nan,nan,,,
132,430021,,39,,,39.0,single_value,mrt,gns,nan,nan,nan,,,
134,699009,,96,,,96.0,single_value,mrt,gns,nan,nan,nan,,,
135,probably 699009 - Not this,,115,,,115.0,single_value,mrt,gns,nan,nan,nan,,,
136,699022,,>150,,,150.0,>,mrt,gns,nan,nan,nan,,,
137,probably 699022,,>150,,,150.0,>,mrt,gns,nan,nan,nan,,,
138,699024,,>200,,,200.0,>,mrt,gns,nan,nan,nan,,,
139,699037,,78,,,78.0,single_value,mrt,gns,nan,nan,nan,,,
140,699037,,92,,,92.0,single_value,mrt,gns,nan,nan,nan,,,
141,780001,,90,,,90.0,single_value,mrt,gns,nan,nan,nan,,,
142,780035,,>160,,,160.0,>,mrt,gns,nan,nan,nan,,,
143,780037,,>210,,,210.0,>,mrt,gns,nan,nan,nan,,,
144,790039,,>150,,,150.0,>,mrt,gns,nan,nan,nan,,,
145,790101,,>210,,,210.0,>,mrt,gns,nan,nan,nan,,,
146,790115,,>170,,,170.0,>,mrt,gns,nan,nan,nan,,,
147,790133,,>115,,,115.0,>,mrt,gns,nan,nan,nan,,,
148,792058,,>110,,,110.0,>,mrt,gns,nan,nan,nan,,,
149,799002,,0.5,,,0.5,single_value,mrt,gns,nan,nan,nan,,,
150,352081,,>40,,,40.0,>,mrt,gns,nan,nan,nan,,,
151,352099,,36,,,36.0,single_value,mrt,gns,nan,nan,nan,,,
152,353015,,25,,,25.0,single_value,mrt,gns,nan,nan,nan,,,
153,353015,,29,,,29.0,single_value,mrt,gns,nan,nan,nan,,,
154,353121,,>155,,,155.0,>,mrt,gns,nan,nan,nan,,,
155,353131,,c. 30,,,30.0,single_value,mrt,gns,nan,nan,nan,,,
156,353251,,44,,,44.0,single_value,mrt,gns,nan,nan,nan,,,
157,353291,,170,,,170.0,single_value,mrt,gns,nan,nan,nan,,,
158,362001,,9.5,,,9.5,single_value,mrt,gns,nan,nan,nan,,,
159,362023,,c. 10,,,10.0,single_value,mrt,gns,nan,nan,nan,,,
160,362033,,c. 25,,,25.0,single_value,mrt,gns,nan,nan,nan,,,
161,362363,,c. 30?,,,30.0,single_value,mrt,gns,nan,nan,nan,,,
162,362521,,55,,,55.0,single_value,mrt,gns,nan,nan,nan,,,
163,362791,,42,,,42.0,single_value,mrt,gns,nan,nan,nan,,,
164,362921,,65,,,65.0,single_value,mrt,gns,nan,nan,nan,,,
165,363041,,28,,,28.0,single_value,mrt,gns,nan,nan,nan,,,
166,363112,,12,,,12.0,single_value,mrt,gns,nan,nan,nan,,,
167,372003,,7,,,7.0,single_value,mrt,gns,nan,nan,nan,,,
168,372034,,15,,,15.0,single_value,mrt,gns,nan,nan,nan,,,
169,372092,,30,,,30.0,single_value,mrt,gns,nan,nan,nan,,,
170,362333,,21,,,21.0,single_value,mrt,gns,nan,nan,nan,,,
171,362209,,16,,,16.0,single_value,mrt,gns,nan,nan,nan,,,
172,361044,,0.5,,,0.5,single_value,mrt,gns,nan,nan,nan,,,
173,362334,,0.5,,,0.5,single_value,mrt,gns,nan,nan,nan,,,
174,372012,,21,,,21.0,single_value,mrt,gns,nan,nan,nan,,,
175,362397,,44,,,44.0,single_value,mrt,gns,nan,nan,nan,,,
176,362185,,0.5,,,0.5,single_value,mrt,gns,nan,nan,nan,,,
177,372048,,0.5,,,0.5,single_value,mrt,gns,nan,nan,nan,,,
178,362393,,0.5,,,0.5,single_value,mrt,gns,nan,nan,nan,,,
179,362246,,4.5,,,4.5,single_value,mrt,gns,nan,nan,nan,,,
180,1,,0.5,,,0.5,single_value,mrt,gns,nan,nan,nan,,,
181,5,,9,,,9.0,single_value,mrt,gns,nan,nan,nan,,,
182,5,,135,,,135.0,single_value,mrt,gns,nan,nan,nan,,,
185,34,,66,,,66.0,single_value,mrt,gns,nan,nan,nan,,,
186,35,,2,,,2.0,single_value,mrt,gns,nan,nan,nan,,,
189,47,,14,,,14.0,single_value,mrt,gns,nan,nan,nan,,,
191,59,,49,,,49.0,single_value,mrt,gns,nan,nan,nan,,,
193,68,,35,,,35.0,single_value,mrt,gns,nan,nan,nan,,,
194,85,,108,,,108.0,single_value,mrt,gns,nan,nan,nan,,,
197,122,,220,,,220.0,single_value,mrt,gns,nan,nan,nan,,,
198,124,,12,,,12.0,single_value,mrt,gns,nan,nan,nan,,,
200,134,,135,,,135.0,single_value,mrt,gns,nan,nan,nan,,,
201,147,,135,,,135.0,single_value,mrt,gns,nan,nan,nan,,,
202,154,,20,,,20.0,single_value,mrt,gns,nan,nan,nan,,,
204,188,,5.5,,,5.5,single_value,mrt,gns,nan,nan,nan,,,
208,208,,1.5,,,1.5,single_value,mrt,gns,nan,nan,nan,,,
209,208,,19,,,19.0,single_value,mrt,gns,nan,nan,nan,,,
210,208,,20,,,20.0,single_value,mrt,gns,nan,nan,nan,,,
214,338,,9.5,,,9.5,single_value,mrt,gns,nan,nan,nan,,,
219,384,,5,,,5.0,single_value,mrt,gns,nan,nan,nan,,,
220,394,,4,,,4.0,single_value,mrt,gns,nan,nan,nan,,,
221,398,,0.03,,,0.03,single_value,mrt,gns,nan,nan,nan,,,
222,403,,17,,,17.0,single_value,mrt,gns,nan,nan,nan,,,
223,419,,1.5,,,1.5,single_value,mrt,gns,nan,nan,nan,,,
224,448,,11,,,11.0,single_value,mrt,gns,nan,nan,nan,,,
225,518,,6,,,6.0,single_value,mrt,gns,nan,nan,nan,,,
228,542,,7,,,7.0,single_value,mrt,gns,nan,nan,nan,,,
230,548,,1.5,,,1.5,single_value,mrt,gns,nan,nan,nan,,,
231,572,,47,,,47.0,single_value,mrt,gns,nan,nan,nan,,,
233,596,,94,,,94.0,single_value,mrt,gns,nan,nan,nan,,,
234,615,,1.5,,,1.5,single_value,mrt,gns,nan,nan,nan,,,
235,624,,6,,,6.0,single_value,mrt,gns,nan,nan,nan,,,
238,662,,0.1,,,0.1,single_value,mrt,gns,nan,nan,nan,,,
239,663,,9.5,,,9.5,single_value,mrt,gns,nan,nan,nan,,,
242,679,,14,,,14.0,single_value,mrt,gns,nan,nan,nan,,,
243,708,,90,,,90.0,single_value,mrt,gns,nan,nan,nan,,,
244,736,,185,,,185.0,single_value,mrt,gns,nan,nan,nan,,,
245,744,,42,,,42.0,single_value,mrt,gns,nan,nan,nan,,,
246,749,,25,,,25.0,single_value,mrt,gns,nan,nan,nan,,,
247,765,,60,,,60.0,single_value,mrt,gns,nan,nan,nan,,,
248,773,,90,,,90.0,single_value,mrt,gns,nan,nan,nan,,,
249,775,,31,,,31.0,single_value,mrt,gns,nan,nan,nan,,,
250,782,,25,,,25.0,single_value,mrt,gns,nan,nan,nan,,,
251,785,,31,,,31.0,single_value,mrt,gns,nan,nan,nan,,,
252,816,,32,,,32.0,single_value,mrt,gns,nan,nan,nan,,,
253,834,,83,,,83.0,single_value,mrt,gns,nan,nan,nan,,,
254,839,,69,,,69.0,single_value,mrt,gns,nan,nan,nan,,,
255,840,,52,,,52.0,single_value,mrt,gns,nan,nan,nan,,,
256,848,,55,,,55.0,single_value,mrt,gns,nan,nan,nan,,,
257,857,,100,,,100.0,single_value,mrt,gns,nan,nan,nan,,,
258,864,,40,,,40.0,single_value,mrt,gns,nan,nan,nan,,,
259,865,,78,,,78.0,single_value,mrt,gns,nan,nan,nan,,,
260,874,,900,,,900.0,single_value,mrt,gns,nan,nan,nan,,,
261,875,,42,,,42.0,single_value,mrt,gns,nan,nan,nan,,,
262,894,,14,,,14.0,single_value,mrt,gns,nan,nan,nan,,,
263,903,,0.02,,,0.02,single_value,mrt,gns,nan,nan,nan,,,
264,955,,106,,,106.0,single_value,mrt,gns,nan,nan,nan,,,
265,972,,86,,,86.0,single_value,mrt,gns,nan,nan,nan,,,
266,980,,39000,,,39000.0,single_value,mrt,gns,nan,nan,nan,,,
267,981,,28,,,28.0,single_value,mrt,gns,nan,nan,nan,,,
268,1147,,72,,,72.0,single_value,mrt,gns,nan,nan,nan,,,
269,1148,,53,,,53.0,single_value,mrt,gns,nan,nan,nan,,,
270,1366,,130,,,130.0,single_value,mrt,gns,nan,nan,nan,,,
271,1428,,6,,,6.0,single_value,mrt,gns,nan,nan,nan,,,
272,1634,,41306,,,41306.0,single_value,mrt,gns,nan,nan,nan,,,
273,1678,,25,,,25.0,single_value,mrt,gns,nan,nan,nan,,,
274,1685,,0.04,,,0.04,single_value,mrt,gns,nan,nan,nan,,,
275,1690,,0.021,,,0.021,single_value,mrt,gns,nan,nan,nan,,,
276,1696,,0.006,,,0.006,single_value,mrt,gns,nan,nan,nan,,,
277,1733,,11,,,11.0,single_value,mrt,gns,nan,nan,nan,,,
278,1833,,80,,,80.0,single_value,mrt,gns,nan,nan,nan,,,
279,1863,,104,,,104.0,single_value,mrt,gns,nan,nan,nan,,,
280,1895,,130,,,130.0,single_value,mrt,gns,nan,nan,nan,,,
281,1945,,>210,,,210.0,>,mrt,gns,nan,nan,nan,,,
282,2096,,133,,,133.0,single_value,mrt,gns,nan,nan,nan,,,
283,2333,,0.5,,,0.5,single_value,mrt,gns,nan,nan,nan,,,
284,2651,,2,,,2.0,single_value,mrt,gns,nan,nan,nan,,,
285,3009,,0.33,,,0.33,single_value,mrt,gns,nan,nan,nan,,,
286,3069,,2.5,,,2.5,single_value,mrt,gns,nan,nan,nan,,,
287,3120,,1.5,,,1.5,single_value,mrt,gns,nan,nan,nan,,,
288,3217,,>250,,,250.0,>,mrt,gns,nan,nan,nan,,,
289,3242,,2,,,2.0,single_value,mrt,gns,nan,nan,nan,,,
290,3278,,19500,,,19500.0,single_value,mrt,gns,nan,nan,nan,,,
291,3287,,>250,,,250.0,>,mrt,gns,nan,nan,nan,,,
292,3291,,9100,,,9100.0,single_value,mrt,gns,nan,nan,nan,,,
293,3333,,21300,,,21300.0,single_value,mrt,gns,nan,nan,nan,,,
294,3375,,210,,,210.0,single_value,mrt,gns,nan,nan,nan,,,
