ref,nztm_x,nztm_y,top_screen,aquifer_type,formation,alt_name,bore_depth,bottom_screen,database,site_location,screen_range,lithology,altitude,site_id,regional_council,report_source,region,water_level_bgl_m,elevation,no_ages,start_date,end_date,f_p1,f_p2,frac_1,mrt1,age_min,age_max,age_mean,age_std,age_median,org_ref
m36_1356,1570905.0,5176630.0,28.4,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2017-09-26 00:00:00,2017-09-26 00:00:00,,,,,104.0,104.0,104.0,,104.0,M36/1356
m35_5251,1569562.0,5186448.0,31.0,None,None,None,31.0,31.0,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2017-09-26 00:00:00,2017-09-26 00:00:00,,,,,12.0,12.0,12.0,,12.0,M35/5251
bx23_0773,1552570.0,5189366.0,149.8,None,None,None,149.8,149.2,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2020-08-13 00:00:00,2020-08-13 00:00:00,,,,,27.2,134.0,80.6,75.51900423072328,80.6,BX23/0773
bx23_0771,1552547.0,5189349.0,47.5,None,None,None,47.5,47.5,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2020-08-17 00:00:00,2020-08-17 00:00:00,,,,,0.1,25.0,12.55,17.606958851545034,12.55,BX23/0771
bx23_0761,1554246.0,5187730.0,47.63,None,None,None,47.600002,47.600002,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2020-08-18 00:00:00,2020-08-18 00:00:00,,,,,0.1,25.0,12.55,17.606958851545034,12.55,BX23/0761
bx23_0772,1552559.0,5189358.0,101.3,None,None,None,101.3,101.3,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2020-08-20 00:00:00,2020-08-20 00:00:00,,,,,0.1,25.0,12.55,17.606958851545034,12.55,BX23/0772
bx23_0763,1554261.0,5187732.0,150.1,None,None,None,150.1,150.1,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2020-08-27 00:00:00,2020-08-27 00:00:00,,,,,19.7,278.0,148.85,182.64568158048522,148.85,BX23/0763
bx23_0769,1550259.0,5185522.0,47.54,None,None,None,47.5,47.5,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2020-08-27 00:00:00,2020-08-27 00:00:00,,,,,0.1,25.0,12.55,17.606958851545034,12.55,BX23/0769
bx23_0762,1554253.0,5187731.0,101.95,None,None,None,102.0,102.0,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2020-08-27 00:00:00,2020-08-27 00:00:00,,,,,1.4,132.0,66.7,92.3481456229631,66.7,BX23/0762
bx23_0768,1550262.0,5185530.0,103.0,None,None,None,103.0,105.5,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2020-09-04 00:00:00,2020-09-04 00:00:00,,,,,0.1,25.0,12.55,17.606958851545034,12.55,BX23/0768
bp33_0010,1802228.0,5447045.0,7.3,Water Table/Unconf,nan,nan,8.55,8.5,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,BP33/0010
bq32_0034,1758720.0,5434131.0,-30.1,nan,nan,nan,,-36.1,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.5,,,,9.0,9.0,9.0,,9.0,BQ32/0034
bq32_0402,1778878.0,5422978.0,14.6,Flowing Artesian,nan,nan,19.6,16.6,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,,,,,6.0,7.0,6.5,0.7071067811865476,6.5,BQ32/0402
bq33_0037,1784611.0,5419350.0,76.0,Non-Flowing Artesian,nan,nan,80.0,80.0,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,,,,,55.0,65.0,60.0,7.0710678118654755,60.0,BQ33/0037
bq33_0038,1784496.0,5419346.0,51.0,Non-Flowing Artesian,nan,nan,80.0,57.0,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,,,,,68.0,70.0,69.0,1.4142135623730951,69.0,BQ33/0038
bq33_0056,1785712.0,5415084.0,3.95,Water Table/Unconf,nan,nan,4.55,4.55,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,,,,,1.0,2.0,1.5,0.7071067811865476,1.5,BQ33/0056
r26_6624,1773933.0,5474297.0,,Flowing Artesian,nan,nan,10.2,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.9,,,,15.0,15.0,15.0,,15.0,R26/6624
r27_1179,1760216.0,5435701.0,,nan,nan,nan,39.0,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.5,,,,7.0,7.0,7.0,,7.0,R27/1179
r27_1180,1760436.0,5435698.0,,,,,39.0,,,,,,,,,,,,,1.0,,,0.5,1.0,1.0,6.5,6.5,6.5,6.5,,6.5,
r27_4056,1760212.0,5435940.0,,nan,nan,nan,39.4,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.5,,,,4.3,4.3,4.3,,4.3,R27/4056
r27_4057,1760354.0,5435896.0,,nan,nan,nan,39.0,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.5,,,,7.5,7.5,7.5,,7.5,R27/4057
r27_4058,1760479.0,5435836.0,,nan,nan,nan,39.2,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.5,,,,4.5,4.5,4.5,,4.5,R27/4058
r27_4064,1760086.0,5435986.0,,nan,nan,nan,38.98,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.5,,,,4.0,4.0,4.0,,4.0,R27/4064
r27_4065,1760659.0,5435906.0,,nan,nan,nan,38.1,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.5,,,,4.5,4.5,4.5,,4.5,R27/4065
r27_7154,1757021.0,5434298.0,44.03,Flowing Artesian,nan,nan,45.14,45.03,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,45.0,45.0,45.0,,45.0,R27/7154
r27_7215,1757020.0,5434295.0,56.25,Flowing Artesian,nan,nan,56.9,56.9,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,75.0,75.0,75.0,,75.0,R27/7215
r28_0012,1779293.0,5415670.0,,Flowing Artesian,nan,nan,30.5,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,4.0,,,0.82,,,,53.0,81.0,70.75,13.32603967176045,74.5,R28/0012
r28_0019,1779538.0,5416142.0,16.0,Flowing Artesian,nan,nan,16.23,16.23,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,,,,,180.0,180.0,180.0,0.0,180.0,R28/0019
s25_5125,1782734.0,5483013.0,,,,,10.0,,,,,,,,,,,,,1.0,,,0.6993006993006994,1.0,1.0,1.0,1.0,2.0,1.5,,1.5,
s25_5322,1783001.0,5487382.0,15.5,Semi-Confined,nan,nan,27.0,27.0,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,38.5,38.5,38.5,,38.5,S25/5322
s26_0032,1819105.0,5464301.0,,Non-Flowing Artesian,nan,nan,6.25,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.7,,,,1.0,1.0,1.0,,1.0,S26/0032
s26_0043,1818477.0,5464418.0,,Water Table/Unconf,nan,nan,6.09,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.7,,,,1.0,1.0,1.0,,1.0,S26/0043
s26_0117,1811483.0,5456780.0,,Water Table/Unconf,nan,nan,4.1,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,S26/0117
s26_0155,1813828.0,5456110.0,10.31,Water Table/Unconf,nan,nan,13.4,13.41,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,0.9,,,,1.5,1.5,1.5,0.0,1.5,S26/0155
s26_0223,1816199.0,5459283.0,,Water Table/Unconf,nan,nan,9.92,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,,,,,1.0,1.0,1.0,0.0,1.0,S26/0223
s26_0235,1817884.0,5459080.0,,nan,nan,nan,8.0,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,S26/0235
s26_0244,1817765.0,5461690.0,,Water Table/Unconf,nan,nan,,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,0.7,,,,1.0,1.0,1.0,0.0,1.0,S26/0244
s26_0299,1818355.0,5461870.0,,Water Table/Unconf,nan,nan,8.1,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,,,,,1.0,2.5,1.75,1.0606601717798212,1.75,S26/0299
s26_0395,1807562.0,5448984.0,,Water Table/Unconf,nan,nan,,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,3.0,,,0.84,,,,1.5,2.0,1.8333333333333333,0.28867513459481287,2.0,S26/0395
s26_0487,1807618.0,5450704.0,,Water Table/Unconf,nan,nan,8.0,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.7,,,,1.0,1.0,1.0,,1.0,S26/0487
s26_0568,1813487.0,5451921.0,40.9,Flowing Artesian,nan,nan,45.0,43.9,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,3.0,,,0.4666666666666666,,,,110.0,6000.0,2073.3333333333335,3400.5930855268957,110.0,S26/0568
s26_0576,1813462.0,5452534.0,27.0,Flowing Artesian,nan,nan,31.0,31.0,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.8,,,,100.0,100.0,100.0,,100.0,S26/0576
s26_0658,1810633.0,5454760.0,,Water Table/Unconf,nan,nan,8.0,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,40.0,40.0,40.0,,40.0,S26/0658
s26_0705,1810472.0,5454279.0,25.9,Non-Flowing Artesian,nan,nan,27.4,27.4,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,3.0,,,0.44,,,,12.0,54.0,35.333333333333336,21.385353243127255,40.0,S26/0705
s26_0793,1815578.0,5452600.0,64.2,Non-Flowing Artesian,nan,nan,73.2,73.2,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.7,,,,150.0,150.0,150.0,,150.0,S26/0793
s26_0824,1810547.0,5454381.0,14.0,Non-Flowing Artesian,nan,nan,20.6,15.0,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,0.33499999999999996,,,,40.0,49.0,44.5,6.363961030678928,44.5,S26/0824
s26_0911,1807594.0,5450703.0,7.0,Water Table/Unconf,nan,nan,8.8,9.0,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.7,,,,1.0,1.0,1.0,,1.0,S26/0911
s27_0009,1793895.0,5443482.0,9.5,Water Table/Unconf,nan,nan,10.5,10.5,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,3.0,3.0,3.0,,3.0,S27/0009
s27_0070,1797508.0,5443111.0,13.1,Water Table/Unconf,nan,nan,14.6,14.1,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.2,,,,40.0,40.0,40.0,,40.0,S27/0070
s27_0136,1802217.0,5446389.0,17.1,Water Table/Unconf,nan,nan,20.4,20.4,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.3,,,,40.0,40.0,40.0,,40.0,S27/0136
s27_0156,1803403.0,5442776.0,16.7,Semi-Confined,nan,nan,20.7,20.7,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.8,,,,65.0,65.0,65.0,,65.0,S27/0156
s27_0202,1805461.0,5446520.0,3.68,Water Table/Unconf,nan,nan,4.88,4.88,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,S27/0202
s27_0271,1797830.0,5436860.0,28.2,Flowing Artesian,nan,nan,29.2,29.2,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,4.0,,,0.6999999999999998,,,,150.0,550.0,250.0,200.0,150.0,S27/0271
s27_0299,1796504.0,5438936.0,13.4,Non-Flowing Artesian,nan,nan,17.4,17.4,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,2.5,2.5,2.5,,2.5,S27/0299
s27_0304,1795028.0,5433331.0,,Flowing Artesian,nan,nan,52.18,,gwrc,nan,nan,nan,,nan,nan,nan,nan,,,3.0,,,0.6999999999999998,,,,145.0,145.0,145.0,0.0,145.0,S27/0304
