ref,nztm_x,nztm_y,top_screen,aquifer_type,formation,alt_name,bore_depth,bottom_screen,database,site_location,screen_range,lithology,altitude,site_id,regional_council,report_source,region,water_level_bgl_m,elevation,no_ages,start_date,end_date,f_p1,f_p2,frac_1,mrt1,age_min,age_max,age_mean,age_std,age_median,org_ref
wwd32,1613768.1848865075,5425538.763436496,,nan,nan,nan,38.1,,ngmp,nan,nan,nan,,10,TDC,nan,nan,,,1.0,,,0.9900990099009901,1.0,1.0,35.0,35.0,35.0,35.0,,35.0,WWD32
21263,1599904.2309565165,5448791.373585604,,nan,nan,nan,14.5,,ngmp,nan,nan,nan,,nan,TDC,nan,nan,,,1.0,,,0.9900990099009901,1.0,1.0,1.5,1.5,1.5,1.5,,1.5,WWD3216
wwd3314,1599914.257706311,5449801.009100507,4.0,Unconfined,Motueka Gravels Aquifer,Bensmen,6.18,6.0,ngmp,nan,nan,sed. unknown,,4,TDC,nan,nan,,,1.0,,,0.5,0.6666666666666666,0.6,25.0,15.4,15.4,15.4,,15.4,WWD3314
23604,1601735.5163071568,5447713.68934244,,nan,nan,GGW3302,10.0,,ngmp,nan,nan,nan,,nan,TDC,nan,nan,,,1.0,,,0.9090909090909091,1.0,1.0,4.5,4.5,4.5,4.5,,4.5,WWD23604
21601,1611858.6845676994,5423279.653986065,,nan,nan,nan,24.0,,ngmp,nan,nan,nan,,9,TDC,nan,nan,,,1.0,,,0.9900990099009901,1.0,1.0,16.0,16.0,16.0,16.0,,16.0,WWD37
wwd6601,1584542.0,5474845.0,,nan,nan,nan,55.0,,ngmp,nan,nan,nan,,5,TDC,nan,nan,,,1.0,,,0.6666666666666666,1.0,1.0,7.0,7.0,7.0,7.0,,7.0,WWD6601
22883,1611236.0,5426480.0,,nan,nan,nan,8.0,,ngmp,nan,nan,nan,,73,TDC,nan,nan,,,1.0,,,0.3333333333333333,1.0,1.0,3.0,3.0,3.0,3.0,,3.0,WWD802
gw8404,,,,nan,nan,nan,236.0,,ngmp,nan,nan,nan,,8,TDC,nan,nan,,,1.0,,,0.5882352941176471,1.0,1.0,140.0,140.0,140.0,140.0,,140.0,GW8404
23139,1599144.1617283528,5439664.680585736,,nan,nan,nan,337.0,,ngmp,nan,nan,nan,,6,TDC,nan,nan,,,1.0,,,0.5882352941176471,1.0,1.0,140.0,140.0,140.0,140.0,,140.0,WWD8407
bore-0290,1439977.7,5255422.9,,,,,3.0,,,,,,,,,,,,,1.0,,,0.6993006993006994,1.0,1.0,2.5,2.5,2.5,2.5,,2.5,
288 bertacco,1481399.0,5311104.0,,nan,nan,nan,35.0,,ngmp,nan,nan,nan,,382,WCRC,nan,nan,,,1.0,,,0.6993006993006994,1.0,1.0,4.0,4.0,4.0,4.0,,4.0,288 bertacco
wcrc-hunter,1482685.832081893,5316121.681374401,,Unconfined,nan,nan,5.0,,ngmp,nan,nan,Gravel,,381,WCRC,nan,nan,,,1.0,,,0.6993006993006994,1.0,1.0,4.0,4.0,4.0,4.0,,4.0,WCRC-HUNTER
487 hunter2,1436943.0,5252973.0,,nan,nan,nan,5.49,,ngmp,nan,nan,nan,,381,WCRC,nan,nan,,,1.0,,,0.6993006993006994,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,487 hunter2
wcrc-lyndale,1436950.6434753845,5252988.694177407,8.0,Unconfined,nan,sealed in 2014,10.0,10.0,ngmp,nan,nan,sed. unknown,,379,WCRC,nan,nan,,,1.0,,,0.6993006993006994,1.0,1.0,3.5,3.5,3.5,3.5,,3.5,WCRC-LYNDALE
291a colemans,1482784.0,5316118.0,,nan,nan,monitoring started in 2018,8.0,,ngmp,nan,nan,nan,,379,WCRC,nan,nan,,,1.0,,,0.6993006993006994,1.0,1.0,3.5,3.5,3.5,3.5,,3.5,291A colemans
134 milne,1484662.0,5371262.0,7.0,nan,nan,nan,22.0,22.0,ngmp,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.6993006993006994,1.0,1.0,4.0,4.0,4.0,4.0,,4.0,134 milne
203 vandergeest,1479418.0,5320501.0,,nan,nan,nan,,,ngmp,nan,nan,nan,,1994,WCRC,nan,nan,,,1.0,,,0.6993006993006994,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,203 vandergeest
bore-0289,1433292.0,5268599.0,,,,,13.0,,,,,,,,,,,,,1.0,,,0.6993006993006994,1.0,1.0,4.0,4.0,4.0,4.0,,4.0,
292 anderson,1439562.0,5246434.0,,nan,nan,nan,10.0,,ngmp,nan,nan,nan,,nan,WCRC,nan,nan,,,1.0,,,0.6993006993006994,1.0,1.0,3.0,3.0,3.0,3.0,,3.0,292 anderson
1,1687120.0,5416990.0,,nan,nan,nan,1.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.5,0.5,0.5,,0.5,1
5,1684287.0,5406299.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,2.0,,,,,,,9.0,135.0,72.0,89.09545442950498,72.0,5
34,1683981.0,5412906.0,,nan,nan,nan,29.6,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,66.0,66.0,66.0,,66.0,34
35,1681488.0,5412898.0,,nan,nan,nan,26.8,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,2.0,2.0,2.0,,2.0,35
47,1684087.0,5412597.0,,nan,nan,nan,6.7,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,14.0,14.0,14.0,,14.0,47
59,1683687.0,5411898.0,,nan,nan,nan,29.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,49.0,49.0,49.0,,49.0,59
68,1683387.0,5411698.0,,nan,nan,nan,28.4,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,35.0,35.0,35.0,,35.0,68
85,1684487.0,5411098.0,,nan,nan,nan,30.5,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,108.0,108.0,108.0,,108.0,85
122,1642297.0,5396306.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,220.0,220.0,220.0,,220.0,122
124,1665005.0,5428168.0,,nan,nan,nan,11.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,12.0,12.0,12.0,,12.0,124
125,1681988.0,5410298.0,,nan,nan,nan,21.6,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,2.0,2.0,2.0,,2.0,125
134,1638798.0,5395606.0,,nan,nan,nan,47.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,2.0,,,,,,,4.0,135.0,69.5,92.63098833543772,69.5,134
147,1642297.0,5396406.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,135.0,135.0,135.0,,135.0,147
154,1685187.0,5409798.0,,nan,nan,nan,32.3,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,20.0,20.0,20.0,,20.0,154
188,1682647.0,5409369.0,,nan,nan,nan,24.4,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,5.5,5.5,5.5,,5.5,188
208,1677289.0,5409099.0,,nan,nan,nan,22.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,3.0,,,,,,,1.5,20.0,13.5,10.404326023342406,19.0,208
338,1685886.0,5407398.0,,nan,nan,nan,36.6,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,9.5,9.5,9.5,,9.5,338
384,1681487.0,5406499.0,,nan,nan,nan,25.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,5.0,5.0,5.0,,5.0,384
394,1684287.0,5406299.0,,nan,nan,nan,34.2,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,4.0,4.0,4.0,,4.0,394
0398 conders,1667684.0,5406335.0,,nan,nan,nan,10.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.03,0.03,0.03,,0.03,398
403,1685786.0,5403299.0,,nan,nan,nan,46.6,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,17.0,17.0,17.0,,17.0,403
419,1681987.0,5405999.0,,nan,nan,nan,30.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,1.5,1.5,1.5,,1.5,419
448,1679470.0,5421271.0,,nan,nan,nan,11.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,11.0,11.0,11.0,,11.0,448
518,1684286.0,5405099.0,,nan,nan,nan,34.8,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,6.0,6.0,6.0,,6.0,518
542,1661163.0,5430615.0,,nan,nan,nan,13.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,7.0,7.0,7.0,,7.0,542
0548 mdc renwick,1668113.0,5404683.0,,nan,nan,nan,27.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,2.0,,,,,,,1.5,7.0,4.25,3.8890872965260113,4.25,548
572,1687386.0,5404599.0,,nan,nan,nan,49.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,47.0,47.0,47.0,,47.0,572
596,1688485.0,5404399.0,,nan,nan,nan,60.4,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,94.0,94.0,94.0,,94.0,596
615,1681787.0,5404299.0,,nan,nan,nan,25.9,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,1.5,1.5,1.5,,1.5,615
624,1683587.0,5404199.0,,nan,nan,nan,27.4,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,6.0,6.0,6.0,,6.0,624
662,1672759.0,5403907.0,,nan,nan,nan,22.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.1,0.1,0.1,,0.1,662
663,1682687.0,5403899.0,,nan,nan,nan,27.5,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,9.5,9.5,9.5,,9.5,663
679,1678987.0,5400601.0,,nan,nan,nan,43.3,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,14.0,14.0,14.0,,14.0,679
708,1687570.0,5403253.0,,nan,nan,nan,42.7,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,90.0,90.0,90.0,,90.0,708
736,1687086.0,5402699.0,,nan,nan,nan,40.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,185.0,185.0,185.0,,185.0,736
744,1685186.0,5402599.0,,nan,nan,nan,36.6,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,42.0,42.0,42.0,,42.0,744
749,1683586.0,5402600.0,,nan,nan,nan,27.5,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,25.0,25.0,25.0,,25.0,749
765,1686186.0,5402299.0,,nan,nan,nan,38.7,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,60.0,60.0,60.0,,60.0,765
773,1670889.0,5396902.0,,nan,nan,nan,33.5,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,90.0,90.0,90.0,,90.0,773
775,1684486.0,5402200.0,,nan,nan,nan,33.6,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,31.0,31.0,31.0,,31.0,775
782,1683386.0,5402100.0,,nan,nan,nan,25.6,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,25.0,25.0,25.0,,25.0,782
785,1681487.0,5402100.0,,nan,nan,nan,23.2,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,31.0,31.0,31.0,,31.0,785
816,1685086.0,5401700.0,,nan,nan,nan,38.1,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,32.0,32.0,32.0,,32.0,816
834,1673423.0,5401556.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,83.0,83.0,83.0,,83.0,834
839,1686485.0,5401300.0,,nan,nan,nan,38.1,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,69.0,69.0,69.0,,69.0,839
840,1685886.0,5401200.0,,nan,nan,nan,38.1,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,52.0,52.0,52.0,,52.0,840
848,1686785.0,5400800.0,,nan,nan,nan,38.1,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,55.0,55.0,55.0,,55.0,848
857,1687586.0,5404499.0,,nan,nan,nan,69.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,100.0,100.0,100.0,,100.0,857
864,1673689.0,5400101.0,,nan,nan,nan,29.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,40.0,40.0,40.0,,40.0,864
865,1675288.0,5400101.0,,nan,nan,nan,47.2,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,78.0,78.0,78.0,,78.0,865
874,1675588.0,5399701.0,,nan,nan,nan,31.4,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,900.0,900.0,900.0,,900.0,874
875,1674788.0,5399701.0,,nan,nan,nan,44.2,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,42.0,42.0,42.0,,42.0,875
894,1668690.0,5402501.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,14.0,14.0,14.0,,14.0,894
903,1662970.0,5405735.0,,nan,nan,nan,8.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.02,0.02,0.02,,0.02,903
955,1667890.0,5400202.0,,nan,nan,nan,28.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,106.0,106.0,106.0,,106.0,955
972,1667990.0,5403601.0,,nan,nan,nan,14.6,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,86.0,86.0,86.0,,86.0,972
980,1678888.0,5401360.0,,nan,nan,nan,87.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,39000.0,39000.0,39000.0,,39000.0,980
981,1685686.0,5407198.0,,nan,nan,nan,42.4,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,28.0,28.0,28.0,,28.0,981
1147,1686134.0,5402449.0,,nan,nan,nan,41.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,72.0,72.0,72.0,,72.0,1147
1148,1686160.0,5402647.0,,nan,nan,nan,41.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,53.0,53.0,53.0,,53.0,1148
1366,1667790.0,5398402.0,,nan,nan,nan,34.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,130.0,130.0,130.0,,130.0,1366
1428,1676066.0,5403077.0,,nan,nan,nan,13.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,6.0,6.0,6.0,,6.0,1428
bore 1634,1686789.0,5415991.0,,,,,6.0,,,,,,,,,,,,,1.0,,,,,,,22.0,41306.0,20664.0,,20664.0,
1678,1683713.0,5402567.0,,nan,nan,nan,32.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,25.0,25.0,25.0,,25.0,1678
1685,1671250.0,5408278.0,,nan,nan,nan,10.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.04,0.04,0.04,,0.04,1685
1690,1664670.0,5406154.0,,nan,nan,nan,13.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.021,0.021,0.021,,0.021,1690
1696,1667405.0,5407349.0,,nan,nan,nan,13.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.006,0.006,0.006,,0.006,1696
1733,1686354.0,5407087.0,,nan,nan,nan,50.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,11.0,11.0,11.0,,11.0,1733
1833,1682787.0,5410798.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,80.0,80.0,80.0,,80.0,1833
1863,1667690.0,5399802.0,,nan,nan,nan,19.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,104.0,104.0,104.0,,104.0,1863
1895,1669893.0,5398391.0,,nan,nan,nan,53.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,130.0,130.0,130.0,,130.0,1895
2096,1673948.0,5399631.0,,nan,nan,nan,33.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,133.0,133.0,133.0,,133.0,2096
2333,1668105.0,5404914.0,,nan,nan,nan,18.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.5,0.5,0.5,,0.5,2333
2651,1663908.0,5405012.0,,nan,nan,nan,12.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,2.0,2.0,2.0,,2.0,2651
3069,1665829.0,5401051.0,,nan,nan,nan,6.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,2.5,2.5,2.5,,2.5,3069
3120,1678208.0,5404337.0,,nan,nan,nan,25.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,1.5,1.5,1.5,,1.5,3120
3217,1670555.0,5398702.0,,nan,nan,nan,140.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,250.0,250.0,250.0,,250.0,3217
3242,1685015.0,5412374.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,2.0,2.0,2.0,,2.0,3242
3278,1673935.0,5402664.0,,nan,nan,nan,189.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,19500.0,19500.0,19500.0,,19500.0,3278
3287,1672536.0,5402086.0,,nan,nan,nan,255.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,250.0,250.0,250.0,,250.0,3287
3291,1675355.0,5401917.0,,nan,nan,nan,151.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,9100.0,9100.0,9100.0,,9100.0,3291
3333,1671113.0,5402283.0,,nan,nan,nan,318.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,21300.0,21300.0,21300.0,,21300.0,3333
3375,1672421.0,5398974.0,,nan,nan,nan,113.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,210.0,210.0,210.0,,210.0,3375
3390,1677412.0,5401190.0,,nan,nan,nan,19.4,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,150.0,150.0,150.0,,150.0,3390
3439,1684279.0,5413571.0,,nan,nan,nan,28.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,210.0,210.0,210.0,,210.0,3439
3447,1685856.0,5401900.0,,nan,nan,nan,35.7,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,160.0,160.0,160.0,,160.0,3447
3667,1686069.0,5412686.0,,nan,nan,nan,40.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,210.0,210.0,210.0,,210.0,3667
3668,1686068.0,5412684.0,,nan,nan,nan,8.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,3.0,3.0,3.0,,3.0,3668
3821,1667691.0,5406530.0,,nan,nan,nan,22.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.05,0.05,0.05,,0.05,3821
4025,1663868.0,5405238.0,,nan,nan,nan,52.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,1.5,1.5,1.5,,1.5,4025
4100,1685590.0,5415581.0,,nan,nan,nan,6.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,13.0,13.0,13.0,,13.0,4100
4118,1673118.0,5405223.0,,nan,nan,nan,22.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,4118
4174,1688192.0,5397251.0,,nan,nan,nan,62.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,150.0,150.0,150.0,,150.0,4174
4246,1685016.0,5414489.0,,nan,nan,nan,6.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,22.0,22.0,22.0,,22.0,4246
4297,1685576.0,5412631.0,,nan,nan,nan,8.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,25.0,25.0,25.0,,25.0,4297
4349,1687202.0,5416048.0,,nan,nan,nan,10.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,6.0,6.0,6.0,,6.0,4349
4403,1683817.0,5404764.0,,nan,nan,nan,46.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,16.0,16.0,16.0,,16.0,4403
4404,1678588.0,5407267.0,,nan,nan,nan,15.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,4404
4442,1684450.0,5413798.0,,nan,nan,nan,7.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,6.0,6.0,6.0,,6.0,4442
4476,1623500.0,5388838.0,,nan,nan,nan,13.4,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,3.0,3.0,3.0,,3.0,4476
4577,1677393.0,5409349.0,,nan,nan,nan,15.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.11,0.11,0.11,,0.11,4577
4650,1674900.0,5411939.0,,nan,nan,nan,19.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,5.0,5.0,5.0,,5.0,4650
4722,1667276.0,5405961.0,,nan,nan,nan,26.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.078,0.078,0.078,,0.078,4722
4724,1666973.0,5405945.0,,nan,nan,nan,25.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.1,0.1,0.1,,0.1,4724
4732,1666680.0,5410054.0,,nan,nan,nan,17.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,17.0,17.0,17.0,,17.0,4732
7007,1669795.0,5408315.0,,nan,nan,nan,10.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.0003,0.0003,0.0003,,0.0003,7007
10346,1687617.0,5403463.0,,nan,nan,nan,43.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,90.0,90.0,90.0,,90.0,10346
10485,1666584.0,5406847.0,,nan,nan,nan,14.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.023,0.023,0.023,,0.023,10485
10498,1672697.0,5407984.0,,nan,nan,nan,11.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.04,0.04,0.04,,0.04,10498
10608,1669796.0,5408320.0,,nan,nan,nan,25.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.001,0.001,0.001,,0.001,10608
pd40,1686780.0,5415994.0,,nan,nan,nan,4.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,2.0,2.0,2.0,,2.0,PD4.0
pd50,1686780.0,5415994.0,,nan,nan,nan,5.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,7.0,7.0,7.0,,7.0,PD5.0
malthouse,1683713.0,5402567.0,,nan,nan,nan,32.0,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,20.0,20.0,20.0,,20.0,Malthouse
wairau river wrr-33,1667595.0,5407850.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,4.0,4.0,4.0,,4.0,Wairau River WRR-33
doctors creek,1676647.0,5402982.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,2.0,,,,,,,6.5,7.0,6.75,0.3535533905932738,6.75,Doctors Creek
fairhall drain,1676628.0,5403210.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,5.0,5.0,5.0,,5.0,Fairhall Drain
fulton creek,1679268.0,5404595.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,1.5,1.5,1.5,,1.5,Fulton Creek
murphys creek,1678899.0,5404191.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,1.5,1.5,1.5,,1.5,Murphys Creek
spring creek,1676689.0,5408999.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,0.33,0.33,0.33,,0.33,Spring Creek
tuamarina river,1679689.0,5421296.0,,nan,nan,nan,,,gns,nan,nan,nan,,nan,nan,GNS report SR2019-63,marlborough,,,1.0,,,,,,,8.0,8.0,8.0,,8.0,Tuamarina River
